video_id,title,description,upload_date,duration,definition,video_status,view_count,like_count,comment_count
-BwhHrgSSl4,Goofy ahh 1v4 with the SPR,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #Shorts #1v4 #CodmShorts #Marksman #SPR",2023-04-19T07:08:47Z,PT36S,hd,public,1759393,124353,740
ING1mjUC9SM,KARMA: CODM EDITION 🫂,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #C4 #Funny #Karma #Camper #shorts",2023-05-08T11:54:11Z,PT44S,hd,public,611784,44082,171
feSGaNdbEoo,How’s this making him h*rny bro 😂,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short",2023-11-11T12:37:50Z,PT47S,hd,public,921268,71289,456
iVdWpGhfmhc,Time for you guys to abuse this spot,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #shorts",2023-08-02T12:01:38Z,PT59S,hd,public,3205408,196940,1217
RS3g5IECgmY,Help me!!!!!,"Check out the latest products by AMD : https://bit.ly/39FWKo6​​​​

IGN - TeamINDCarnage
Organisation - Insidious Esports
Device - iPhone 11 Pro Max/ iPad Pro 2020



———————————————————————————

Socials - 

Email ID : aexcarnage@gmail.com

INSTAGRAM: https://instagram.com/ind.carnage

DISCORD: https://discord.gg/PqvTcVthw6

Team Insidious: https://instagram.com/insidious_org​​​​​​

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2021-05-26T11:34:51Z,PT1M20S,hd,public,82479,4785,320
fQvYl4wfdlY,Call of Toxicity ☢️😂,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #shorts",2023-08-24T12:05:08Z,PT55S,hd,public,938077,76261,341
F1dvlwSxzEs,Shotgun Snipers are Broken,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #shorts",2023-08-30T12:07:31Z,PT21S,hd,public,94696,7719,70
Z8qf6HIO_OQ,Melee weapons scare me 💀😅,#callofdutymobile #codm #codmobile #callofduty #sks #short #shorts,2024-01-22T13:53:25Z,PT43S,hd,public,72363,5301,92
ElDZh-vUROE,He thought 😂,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short #memes #meme",2023-11-13T12:16:05Z,PT35S,hd,public,802264,62645,240
2lI_EdxfJus,Bro thought i didn’t see that 😂,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short",2023-11-01T11:54:53Z,PT42S,hd,public,572426,49812,295
xkay4XmFfZA,Intense 1v5 🔥,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #hvk",2023-06-12T12:11:32Z,PT52S,hd,public,1619216,83468,857
xdqO28Ap9hw,Teammates reaction from 🤦‍♂️ to 😮,#callofdutymobile #codm #codmobile #callofduty #meme #ace #clutch #memes #funny #funnyshorts #shorts #short,2024-02-12T12:39:33Z,PT38S,hd,public,98489,9772,105
Wv_dWeR8kh8,Ban incoming ‼️💀,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #codm #codmobile #callofdutymobile #callofduty #short",2024-01-05T12:33:56Z,PT28S,hd,public,75052,6689,134
fLVxJcp6qEQ,ACE CLUTCH with the BEST Drh skin 🥵,#callofdutymobile #codm #codmobile #callofduty #clutch #ace #shorts #short,2024-02-21T12:58:16Z,PT36S,hd,public,59277,4432,83
11_eVByWD0o,Codm servers be like 😂😝,,2023-10-14T12:33:51Z,PT47S,hd,public,384166,35280,419
YLoL5--Fjss,Clean ACE CLUTCH with this Red dot HVK🗿🤝,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #codm #codmobile #callofdutymobile #callofduty #short",2023-12-29T12:43:46Z,PT33S,hd,public,107563,8589,74
EOmAY3aH0g0,Satisfying Headshots 💀🥵,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #codm #codmobile #callofdutymobile #callofduty #short",2024-01-13T14:22:33Z,PT31S,hd,public,69078,5346,103
FmLUO9jJXIo,1v4 CLUTCH with HANDCAM 🙌,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short #callofduty #handcam #handcamgameplay",2023-11-15T12:52:33Z,PT57S,hd,public,1001699,49467,477
_nioXMS7ins,INSANE 1v5 CLUTCH 🔥,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short #callofduty",2023-11-20T12:44:51Z,PT36S,hd,public,127527,9208,195
DMFKXY_tvdY,Definitely got reported for that 📷😝,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out! ——————————————————————————— IGN - Carnage.YT Device - iPad Pro 2021 ——————————————————————————— Email ID : aexcarnage@gmail.com INSTAGRAM: https://instagram.com/skp_carnage DISCORD: https://discord.gg/PqvTcVthw Aesthetic X: https://discord.gg/SDDTYFK​​​​​​ ——————————————————————————— Subscribe and join for more thrilling gameplay, perks and amusing stories on the go! #shorts #codm ​​​​ #codmobile ​​​​ #callofdutymobile #shorts #callofduty #memes #meme",2023-12-06T12:32:59Z,PT28S,hd,public,811931,60456,418
3owSirWlagk,WORLD CHAMPIONSHIP DEVICE HANDCAM 5 FINGER CLAW GAMEPLAY | Samsung S23 Ultra,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #handcam #samsung #samsungs23ultra",2023-12-27T12:00:52Z,PT1M50S,hd,public,38233,1039,158
fR6O2JpGiwg,*FASTEST* SnD match in the history of COD mobile,"@BobbyReacts @iFerg 
Check out the latest products by AMD : https://bit.ly/39FWKo6​​​​

IGN - TeamINDCarnage
Organisation - Insidious Esports
Device - iPhone 11 Pro Max/ iPad Pro 2020




———————————————————————————

Socials - 

Email ID : aexcarnage@gmail.com

INSTAGRAM: https://instagram.com/ind.carnage

DISCORD: https://discord.gg/PqvTcVthw6

Team Insidious: https://instagram.com/insidious_org​​​​​​

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2021-08-01T12:43:36Z,PT57S,hd,public,67077,5217,483
zyvu31SLCOc,BEST CX-9 GUNSMITH🔥,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short",2023-10-06T13:03:44Z,PT37S,hd,public,91576,4578,73
sa8YU5BOrDE,Where was the 4th guy? 👀💀,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #codm #codmobile #callofdutymobile #callofduty #short",2023-12-13T13:36:27Z,PT21S,hd,public,141130,9645,122
SguWsdrZH6o,ICR-1 slaps after the buff 🤡,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #shorts #ace",2023-05-31T11:52:20Z,PT49S,hd,public,392438,23273,171
zhedWvjmxpY,Rip,"Check out the latest products by AMD : https://bit.ly/39FWKo6​​​

IGN - TeamINDCarnage
Organisation - Insidious Esports
Device - iPhone 11 Pro Max/ iPad Pro 2020
Discord ID  - Carnage#7546​​​​​


———————————————————————————

Socials - 

INSTAGRAM: https://instagram.com/aexcarnage​​​​​

DISCORD: https://discord.gg/cVYDhjQHSy​​​​​

Team Insidious: https://instagram.com/insidious_org​​​​​

Aesthetic X: https://discord.gg/SDDTYFK​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories

#CODM​​​ #CODMobile​​​ #CallOfDutyMobile",2021-04-20T12:28:26Z,PT1M19S,hd,public,556821,22544,1030
giwLO0l1mp8,NEW Kilo Bolt Legendary with a KILLER Ironsight,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw


———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2024-03-22T12:33:42Z,PT2M51S,hd,public,11777,603,44
lMOm-CJk0uU,Diamond SAI 👀,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #shorts",2023-09-12T06:32:49Z,PT27S,hd,public,40349,3172,88
ptrrkrsCRs8,NEW Hvk-30 New Reign better than Cartridge Crusher?,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2024-03-19T12:30:06Z,PT2M15S,hd,public,8887,408,46
lF3TtqXEv28,I let my random teammates die just to clutch the round,"Get 10% discount on CP using this CODASHOP Link : https://codashop.sjv.io/c/3004826/1122626/11950

IGN - Carnage.YT
Device - iPad Pro


———————————————————————————

Socials - 

Email ID : aexcarnage@gmail.com

INSTAGRAM: https://instagram.com/skp_carnage

DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2022-10-25T11:32:56Z,PT1M40S,hd,public,23514,1027,51
HXsFU409CD4,DLQ been quiet ever since the Tundra dropped 👀,#callofdutymobile #codm #codmobile #callofduty #meme #sniper #shorts #short #ace #clutch #tundra,2024-02-05T12:43:02Z,PT22S,hd,public,82210,5865,164
I2c0TX565Xg,Legendary Argus gameplay + Gunsmith,#shorts #callofdutymobile #codm #codmobile #short #legendary #gunsmith,2023-09-19T11:59:34Z,PT39S,hd,public,45339,2690,38
4q31Jd58In4,When you die early but your team has Carnage,"Get 10% discount on CP using this CODASHOP Link : https://codashop.sjv.io/c/3004826/1122626/11950

IGN - Carnage.YT
Device - iPad Pro 2021


———————————————————————————

Socials - 

Email ID : aexcarnage@gmail.com

INSTAGRAM: https://instagram.com/skp_carnage

DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2022-11-01T11:33:55Z,PT3M56S,hd,public,5078,364,24
TjAaw2tQ7nc,We feel his pain 😭😂,#callofdutymobile #codm #codmobile #callofduty #meme #shorts #short #memes,2024-03-07T12:57:10Z,PT27S,hd,public,89642,8565,66
6bjwZaJot6o,Camp & Destroy,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #shorts",2023-07-24T12:05:49Z,PT40S,hd,public,1767753,118189,638
KQ3TAaLRwaw,Took me 12 seconds to Ace,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #Shorts #1v5 #CodmShorts #Marksman #SPR",2023-05-29T11:51:36Z,PT19S,hd,public,365972,23081,300
xCbFcSn56SY,Smooth ACE with the Best marksman 🔥,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#shorts #CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile #short",2023-11-05T12:44:36Z,PT27S,hd,public,223001,14435,211
i9zmMzQE0zI,Bro gave up too soon 🤣💀,#callofdutymobile #codm #codmobile #callofduty #meme #funny #memes #shorts #short,2024-02-19T12:44:15Z,PT42S,hd,public,186311,18766,129
DxTumKQQqCA,Bullying with the SKS | 6 Finger Claw HANDCAM,"Hey fam, I'm back with another banger video. Watch it and let me know what you think about it in comments. Peace out!
———————————————————————————

IGN - Carnage.YT
Device - iPad Pro 2021

———————————————————————————

Email ID : aexcarnage@gmail.com
INSTAGRAM: https://instagram.com/skp_carnage
DISCORD: https://discord.gg/PqvTcVthw

Aesthetic X: https://discord.gg/SDDTYFK​​​​​​

———————————————————————————

Subscribe and join for more thrilling gameplay, perks and amusing stories on the go!

#CODM​​​​ #CODMobile​​​​ #CallOfDutyMobile",2024-01-24T12:30:37Z,PT3M33S,hd,public,24967,801,70
sDu94nZSmRc,Don’t be this guy in codm 😂🫶🏻,#callofdutymobile #codm #codmobile #callofduty #meme #clutch #funny #shorts #short #memes,2024-02-15T12:37:26Z,PT55S,hd,public,90211,8424,97
es36eFrDFHQ,Fastest SKS Ace with HANDCAM 💀👀,#callofdutymobile #codm #shorts #codmobile #short #handcam #handcamgameplay,2024-01-18T12:38:13Z,PT20S,hd,public,58627,3883,63
